rc,alt-labels
DiatrizoicAcid,Cardiografin||Gastrograffin||Urografin||Conray 35||Diat||Iothalamate||Odiston||Reno-dip||Renografin 76||Triombrin||Triombrine||Urotrast||Urovison||Urovist Cysto||Urovist Cysto Pediatric||Urovist Sodium 300||Vascoray||Hypaque||Gastrografin||Angiovist 282||Cystografin||ATC code V08AA01||ATCvet code QV08AA01||Diatrizoate||Diatrizoate meglumine||Diatrizoate sodium||C11H9I3N2O4||Methylglucamine diatrizoate||Sodium amidotrizoate||Amidotrizoate||Amidotrizoic acid||Gastroview||Gastrovision||Gastrovist||Md-gastroview
Diazepam,"Bosaurin||Diazemuls||Ducene||Little yellow pill||Valium||Diazepan||Alboral||Aliseum||Alupram||Amiprol||Ansiolin||Ansiolisina||Apaurin||Apo-Diazepam||Armonil||Assival||Atensine||Atilen||Bensedin||Bialzepam||Calmocitene||Cercine||Ceregulart||Diacepan||Dialag||Diazemulus||Diazetard||Dienpax||Dipam||Dipezona||Dizac||Domalium||Duksen||Duxen||E-Pam||Eurosan||Evacalm||Faustan||Faustan,||Freudal||Frustan||Gewacalm||Gihitan||Kabivitrum||Kiatrium||LA III||La-Iii||Lamra||Lembrol||Levium||Liberetas||Mandrozep||Morosan||Neurolytril||Noan||Novazam||Novo-Dipam||Paceum||Pacitran||Paranten||Paxate||Plidan||Pms-Diazepam||Pro-Pam||Q-Pam||Q-Pam Relanium||Quetinil||Quiatril||Quievita||Relaminal||Relanium||Renborin||Ruhsitus||Saromet||Sedapam||Sedipam||Seduksen||Serenack||Serenamin||Serenzin||Servizepam||Setonil||Sibazon||Sibazone||Sonacon||Stesolin||Tensopam||Tranimul||Tranqdyn||Tranquase||Tranquirit||Tranquo-Puren||Tranquo-Tablinen||Umbrium||Unisedil||Usempax Ap||Valaxona||Valiquid||Valitran||Vatran||Velium||Vivol||Zipan||Seduxen||Apozepam||Diapam||Stesolid||Calmpose||Dialar||Stesolide||Diastat||Diazepam-Lipuro||Psychopax||Valrelease||ATC code N05BA01||ATCvet code QN05BA01||Diazapam||Diazopam||Dizepam||Anxicalm||Anxol||Benzopin||Betapam||Calmod||D-Pam||Doval||Pamlin||Paxum||Propam||Rimapam||Starlium||Tensium||Valclair||Valpam||Zepose||Zycalm||Stupefi||Zetran||Vallium||Diazpam||Antenex"
Diborane,B2H6||Diborane(6)||Boron hexahydride||Diboron hexahydride||Boron trihydride||Boron hydride||Borobutane||Boroethane||Dihydrotetraborane||Boron(III) hydride
DibutylPhthalate,"C16H22O4||1,2-benzenedicarboxylic acid dibutyl ester||Butyl phthalate||Di-n-butyl phthalate||Elaol||N-butyl phthalate||O-benzenedicarboxylic acid dibutyl ester||Palatinol C||ATC code P03BX03||Dibutyl-1,2-benzene-dicarboxylate||Dibutylphthalate"
Dicamba,"3,6-dichloro-o-anisic acid"
DicarboxylicAcid,"Dicarboxylic acid transporters||Dicarboxylate||Acids, aldehydic||Diacid||Dicarboxylic Acids||Dicarboxylic acids"
DiceGame,dice
DichloroaceticAcid,"2,2-dichloroacetic acid||bichloracetic acid||DCA||dichloracetic acid||dichloroacetate||Dichloroacetic Acid"
Dichlorodifluoromethane,CF2Cl2||Arcton 12||Arcton 6||Dichloro-difluoro-methane||Propellant 12||UN 1028||Dichloridofluoromethane||E940||Difluorodichloromethane||CCl2F2||Carbon dichloride difluoride||Halon 122||Fluorocarbon 12||Genetron 12||Refrigerant 12||CFC-12||Freon-12||Freon 12
Dichlorodiphenyltrichloroethane,"Dichloro-diphenyl-trichloro-ethane||DDT and malaria||DDT use against malaria||Effects of DDT on human health||Environmental impact of DDT||History of DDT||(ClC6H4)2CHCCl3||Ddt||Ortho, para'-DDT||ATC code P03AB01||ATCvet code QP53AB01||DDT (molecule)||O,p'-DDT||Total-DDT||Total DDT||Azotox||DDT/fish||Dichlorodiphenyl Trichloroethane||Dichlordiphenyltrichlorethan||Dichloro-diphenyl-trichloroethane||Hylotox 59||Dichloro-Diphenyl-Trichloroethane||Clofenotane||C14H9Cl5||P,p'-DDT||1,1,1-Trichloro-2,2-bis(p-chlorophenyl)ethane||Op-DDT||Dichlorodiphenyltrichloroethane||DDT ban||Dechlorodiphenyltrichloroetnane||Dichloro-diphenyl-trichlothroethane"
DichromateIon,dichromate||[Cr2O7](2-)||bichromate||Cr2O7(2-)||Dichromat||dichromate ion(2-)
Dicksonia,Whekī ponga
DicksoniaYoungiae,Bristly Tree Fern
Diclofenac,"[2-(2,6-dichloroanilino)phenyl]acetic acid||CGP-45840B||GP-45840||CAT458||DSG318||VOL458||2-[(2,6-dichlorophenyl)amino]benzeneacetic acid"
DicotSubclass,Dicotyledonous||Dicot||Dicotyledons||Dicot Plants||Dicot plants||Dicotyl||Dicotyledonous Plants||Dicotyledones||Dictotyledones||Dicots||Dicotyledoneae||Dicotyledonae
Dictator-HeadOfGovernment,Prodittatore||Tin-pot dictator||Dictatress||The List of Dictators||Prodittatori||Neo-dictator||Dictatrix||Dictatorial||Dictators||List of notorious Dictators||List of notorious dictators||Dictatorism||Supreme Dictator||Dictatoral
Dictionary,Dictionarist||Common Language Search||Phrase Dictionary||Dictonary||List of English dictionaries||List of English language dictionaries||قاموس||Usage dictionary||Online dictionary||Dictionary software||Mono-lingual dictionary||English dictionary||Dictionaries||Dictionary use||Standard Dictionary||Wordbook||Dictinonary
DictionaryProgram,Japanese Electronic Dictionaries||Japanese electronic dictionaries||Electronic dictionaries||Electronic Japanese dictionary
Didanosine,Dideoxyinosine||Videx EC||C10H12N4O3||ATC code J05AF02||ATCvet code QJ05AF02||DdI||Videx ec
Die-TheCube,Fair dice||Chance cube||Crystal dice||⚀||⚁||⚂||⚃||⚄||⚅||Seven-sided die||Dice tray||Fulhams||Fullams||Twenty-sided polyhedral die||Crystal die||Loaded die||20-Sided Die||Normal dice||20-sided die||Roll of the dice||12-sided die||8-sided die||Fair die||Dice cup||Polyhedral die||Polyhedral dice||Game dice||Game die||Gaming dice||Gaming die||Loaded dice||Dice and dice games||Six-sided dice||Six-sided die
DiecastToy,Die Cast Toys||Die Cast car||Die Cast cars||Die cast car||Die cast cars||Diecast car||Die-cast car||Die-cast metal||Die-cast model||Die-cast models||Die-cast toys||Diecast model||Diecast models||Die cast toy||Diecast toy
Dieldrin,"(1aalpha,2beta,2aalpha,3beta,6beta,6aalpha,7beta,7aalpha)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphtho[2,3-b]oxirene||(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphtho[2,3-b]oxirene||(1R,4S,4aS,5R,6R,7S,8S,8aR)-1,2,3,4,10,10-Hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene||1,2,3,4,10,10-Hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-1,4-endo-exo-5,8-dimethanonaphthalene||1,2,3,4,10,10-Hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-1,4-endo,exo-5,8-dimethanonaphthalene||2,7:3,6-Dimethanonaphth[2,3-b]oxirene||3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-||(1aalpha,2beta,2aalpha,3beta,6beta,6aalpha,7beta,7aalpha)-||HEOD"
Dielectrics,Ionic polarization||Dielectric dispersion||Debye relaxation||Dielectric relaxation||Dielectric material||Perfect dielectric||Dielectric relaxation as a chemical rate process||Dielectric relaxation asa chemical rate process||Dielectrics||Dielectric level||Dipolar polarization||Dielectric materials||Paraelectricity||Relaxation time of electrons||Dielectric polarization||Dielectric properties||Dielectric response||Paraelectric||Dielectric media||Dielectric medium||Debye equation||Dialectric
DieselEngine,Scavenge blower||Compression-ignition engine||Diesel Engine||Diesel-engine||Medium speed diesel engine||Solid injection||Diesel internal combustion engine||Diesel internal combustion engines||Diesel mechanic||Diesel knock||Medium speed engines||Compression heating ignition||High Diesel Injection||Diesel engines||Compression ignition engine||Start of injection||Diesel motor||Diesel motors||Compression ignition||Air-blast injection||Diesel propulsion
DieselFuel,Diesels||Diesel||Desiel||Diesil||Deisel
DietarySupplement,Dietary supplements||Nutritional supplements||Structure/function claims||A dietary supplement||The Food Supplements Directive||Vitamin Supplements||Vitamin and Mineral Supplements||Vitamin and mineral supplements||Iron fortification||Food supplement||Nutritional fortification||Whole food supplements||Dietary Supplement Act||Health supplements||Natural supplement||Vitamin pill||Health supplement||Food Supplements Directive||Food supplements Directive||Food supplements directive||Diet supplement||RUSF||Food supplements||Biologically active dietary supplement||The 1993 Snake Oil Protection Act||Nutritional supplement||Nutritional Supplements||Dietary Supplement Health and Education Act||Dietary Supplements||Nutriflex
DietCoke,Coke Lite||DIET COKE||Diet Coca-Cola||Diet coke||Diet coke sweetened with splenda||Diet Coke with Splenda||Coca-cola light||Coca cola light||Light Coke||Coca light||Diet Coke with Lemon||Diet Coke Sweetened with Splenda||Diet Coke sweetened with Splenda||Coca-Cola light||Coke Light||Diet Coke With Lime||Coca-Cola Light||Cola light||Diet Coke flavors||Coca Cola Light||Diet Coke (Coca-Cola Light)||Caffeine Free Diet Coca-Cola
Diethanolamine,"C4H11NO2||2,2'-dihydroxydiethylamine||2,2'-iminobisethanol||Bis(hydroxyethyl)amine||Diolamine||Iminodiethanol||N,N-bis(2-hydroxyethyl)amine||Β,β'-dihydroxydiethylamine||2,2'-Iminodiethanol||Bis(2-Hydroxyethyl)amine||Di(2-hydroxyethyl)amine"
Diethylamine,"N-ethylethanamine||Diethylamines||Diethamine||N,N-Diethylamine"
DiethylAzodicarboxylate,Diethyl azidoformate||D.E.A.D.||Diethylazodicarboxylate||DEAD (Diethyl azodicarboxylate)
Diethylenetriamine,"1,4,7-triazaheptane||3-azapentane-1,5-diamine||N-(2-aminoethyl)-1,2-ethanediamine||C4H13N3||2,2'-Diaminodiethylamine||Bis(2-Aminoethyl)amine||Diethylene triamine"
Diethylhydroxylamine,"N-ethyl-N-hydroxy-ethanamine||N,N-diethylhydroxylamine||N-Ethyl-N-hydroxy-ethanamine"
DiethylSulfite,C4H10O3S||Diethyl sulphite||Sulfurous acid diethyl ester
Dieting,Crash diet||The Best Bet Diet||Crash diets||Fat liberation movement||Weight-loss diet||Diet plan||Weight loss diet||Calibrated diet plate||Calibrated dinner plate||Diet Plate||Diet plate||Portion control dinner plate||Diet regime||Weight loss programs||Crash dieting||Diet aid||Weight Loss/Dieting||Starvation diet||Food diary||Grease roots
Dieting-LowCarbohydrate,low-carb diet
DietSoftDrink,diet drink||diet soft drink
DifferentialEquation,Second order equation||Second-order differential equation||Differential equations||Differential Equations||Diff eq'n||Diffeq||Higher order differential equation||Differental equations||Differential equations from outside physics||Differential equations from Mathematical Physics||Differential equations of mathematical physics||Diff eq||DiffyEq||Diffyeq||Order (differential equation)
DiflorasoneDiacetate,"(6alpha,11beta,16beta)-6,9-Difluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione||(6α,11β,16β)-6,9-difluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione||Diflorasona||Diflorasone||Diflorasonum"
DigestionEvent,Gastrointestinal tract||Absorption (biology)||Digestible||Digesting||Digestibility||Fat digestion||Lipid digestion||Digestive Organs||Breaking down food||Digestant||Period of digestion||Mechanics of the digestive tract||Absorption (digestive)||Gastrointestinal Tract||Digestive System||Digestive hormone||Digested||Chemical digestion
DigestiveSystem,digestive organ||alimentary system||digestive apparatus
DigitalCamera,Cyber-shot SmartShot||SmartShot||SmartShot Cyber-shot||Sony Cyber-shot SmartShot||Sony SmartShot Cyber-shot||Digital Camera||Sony SmartShot||DIGITAL CAMERA||Digital cameras||Electronic camera||Digital picture||Digital still camera||Digcam||Compact digital cameras||Digital compact camera||Smart digital camera||Digital cam||Compact digital camera||Waterproof digital camera||Digital Cameras||Digicam||Digital Camera FinePix A345 Ver1.00||Underwater digital camera
DigitalCertificate,SSL certificate||Cryptographic certificate||Digital certificates||Certificate in Computer Programming||SSL Certificates||Certificate (cryptography)||Server certificate||Digital certification||Public-key certificate||Digital identity certificate||SSL Certificate||Digital Certificate||Digital certificate||Identity certificate||Ssl certificate||Public key certificates||Certificate Chain
DigitalSignalProcessing,Digital Signal Processing||DIGITAL SIGNAL PROCESSING||Digital transform||Signal sampling||Digtial Signal Processor
DigitalSubscriberLine,DSL
DigitariaSanguinalis,Large hairy crabgrass||Hairy crabgrass
DigitizingTablet,Graphics tablet/screen hybrid||Graphics Tablet||Pen tablet||Graphics tablet-screen hybrid||Hybrid graphics tablet/screen||Tablet/screen hybrid||Tablet screen||Tablet screen hybrid||Gtablet||Digitizer tablet||Digitizing pad||Digitising tablet||Digitizing Tablet||Computer tablet||Digitizing tablet||Graphic tablet||Drawing tablet||Graphics pad
Diglyceride,diacylglyceride||diacylglycerol
Diglyme,"2,2'-oxybis(1-methoxyethane)||2,2'-oxybis[1-(methyloxy)ethane]||2,5,8-trioxanonane||bis(2-methoxyethyl) ether||CH3-O-CH2-CH2-O-CH2-CH2-O-CH3||di(2-methoxyethyl) ether||diethylene glycol dimethyl ether||Diglyme"
Dihydrocodeine,dihydrocodeine bitartrate||DHC||DF-118||Dicogesic®||Dihydrocodeine||Drocode||Paracodeine®||Remedacen
DihydroergotamineMesylate,Ergot alkaloid||Clavine||Ergotoxine||Ergotamines||Ergopeptide||Ergopeptides||Ergopeptine||Ergopeptines||ATC code G02AB02||ATCvet code QG02AB02||Dihydroergoline||Dihydroergolines||Avetol||Ergolines||Ergoline derivatives
Dihydroetorphine,Dihydroetorphine
DihydrogenBorateIon,dihydrogen borate
DihydrogenPhosphateIon,dihydrogen phosphate||dihydrogen phosphate ion
Dihydromorphine,Dihydromorphine||paramorphan
Dihydropteroate,"4-(((2-amino-1,4,7,8-tetrahydro-4-oxo-6-pteridinyl)methyl)amino)benzoic acid||7,8-Dihydropteroate||dihydropteroate||dihydropteroic acid"
DiironTrisulfate,ferric sulfate||Diiron tris(sulphate)||Diiron trisulfate||Ferric persulfate||Ferric sesquisulfate||ferric sulfate anhydrous||Ferric tersulfate||Iron persulfate||Iron sesquisulfate||Iron tersulfate||Iron(III) sulfate||iron(III) sulfate(VI)
DiisobutylPhthalate,"Bis(2-methoxypropyl)ester 1,2-benzenedicarboxylic acid||Di(isobutyl)-1,2-benzenedicarboxylate||DiBP||Diisobutyl ester of phthalic acic||Palatinol IC"
Diisopropylamine,"N,N-diisopropylamine||Diisopropylammonium bromide||N-(1-Methylethyl)-2-propanamine"
DiisopropylEther,Isopropyl ether||DIPE||2-Isopropoxy propane||Diisopropyl oxide
DiisopropylMethylphosphonate,DIMP||Bis(1-methylethyl) methylphosphonate||Diisopropyl methanephosphonate||Methylphosphonic acid bis(1-methylethyl)ester||Methylphosphonic Acid Diisopropyl Ester
Dik-dik,Dikdik||Dik-Dik||Dik-diks||Dik dik||Madoqua||Damara dik-dik
DilantinProduct,Phenytek||Dilantin||Phenytonin||Diphenin||Aleviatin||Antisacer||Auranile||Causoin||Citrullamon||Citrulliamon||Comitoina||Convul||Danten||Dantinal||Dantoinal||Dantoinal klinos||Dantoine||Denyl||Di-Hydan||Di-Lan||Di-Phetine||Didan TDC 250||Difenilhidantoina||Difenin||Difetoin||Dihycon||Dilabid||Dilantin-125||Dilantin acid||Dilantine||Dillantin||Dintoin||Dintoina||Diphantoin||Diphedal||Diphedan||Diphenat||Diphenine||Diphentoin||Diphentyn||Diphenylan||Ditoinate||Ekko||Elepsindon||Enkelfel||Epamin||Epasmir 5||Epdantoin Simple||Epdantoine simple||Epelin||Epifenyl||Epihydan||Epilan||Epilan-D||Epilan D||Epilantin||Epinat||Epised||Eptal||Eptoin||Fenidantoin s||Fentoin||Fenylepsin||Fenytoin Dak||Fenytoine||Gerot-epilan-D||Hidantal||Hidantilo||Hidantina||Hidantina senosian||Hidantina vitoria||Hidantomin||Hindatal||Hydantal||Hydantin||Hydantoinal||Hydantol||Ictalis simple||Idantoil||Idantoin||Iphenylhydantoin||Kessodanten||Labopal||Lehydan||Lepitoin||Lepsin||Mesantoin||Minetoin||Neos-Hidantoina||Neosidantoina||Novantoina||Novophenytoin||Om-Hydantoine||Om hidantoina simple||Oxylan||Phanantin||Phanatine||Phenatoine||Phenhydan||Phenhydanin||Phenitoin||Phentoin||Phentytoin||Phenytex||Phenytoin-Gerot||Prompt Phenytoin Sodium||Ritmenal||Saceril||Sanepil||Silantin||Sinergina||Sodanthon||Sodantoin||Sodanton||Solantin||Solantoin||Solantyl||Sylantoic||TOIN||Tacosal||Thilophenyl||Toin unicelles||Zentronal||Zentropil||Difhydan||Epanutin||Fenantoin||ATC code N03AB02||ATCvet code QN03AB02||Diphenylhydantoin||Dipheninum||Hydantoin antenatal infection||Phenytoin sodium
DilationAndCurettage,D and C||D+C||Dilation and suction curettage||Sharp curettage||Dilatation and curettage||Dilation & curettage
