id,type,subPropertyOf,domain,range
rc:facet_of,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:fach,owl:ObjectProperty,kko:qualities,rc:HomoGenus,owl:Thing
rc:family,owl:ObjectProperty,kko:conjoins,rc:GeopoliticalEntity,owl:Thing
rc:fao_risk_status,owl:ObjectProperty,kko:classifications,rc:OrganismClassificationType,owl:Thing
rc:fare_zone,owl:ObjectProperty,kko:situants,rc:PublicTerminal,owl:Thing
rc:father,owl:ObjectProperty,kko:descendants,kko:Persons,owl:Thing
rc:feast_day,owl:ObjectProperty,kko:eventuals,rc:ReligiousFigure,owl:Thing
rc:fictional_analog_of,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:fictional_universe_described_in,owl:ObjectProperty,kko:conjoins,rc:TextualPCW,owl:Thing
rc:field_of_this_occupation,owl:ObjectProperty,kko:typings,rc:PersonTypeByOccupation,owl:Thing
rc:field_of_work,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:file_format,owl:ObjectProperty,kko:forms,kko:StructuredInfo,owl:Thing
rc:film_crew_member,owl:ObjectProperty,kko:extrinsics,rc:Movie,owl:Thing
rc:film_editor,owl:ObjectProperty,kko:extrinsics,rc:ConceptualWork,owl:Thing
rc:filming_location,owl:ObjectProperty,kko:situants,rc:ConceptualWork,owl:Thing
rc:filmiroda_rating,owl:ObjectProperty,kko:ratings,rc:Movie,owl:Thing
rc:final_event,owl:ObjectProperty,kko:eventuals,rc:SportsCompetition,owl:Thing
rc:first_aid_measures,owl:ObjectProperty,kko:actions,rc:Injury_Object,owl:Thing
rc:first_appearance,owl:ObjectProperty,kko:conjoins,rc:FictionalCharacter,owl:Thing
rc:first_performance,owl:ObjectProperty,kko:eventuals,rc:MusicalComposition,owl:Thing
rc:flag,owl:ObjectProperty,kko:extrinsics,rc:GeopoliticalEntity,owl:Thing
rc:flag_bearer,owl:ObjectProperty,kko:typings,kko:Persons,owl:Thing
rc:flower_color,owl:ObjectProperty,kko:qualities,kko:Plants,owl:Thing
rc:followed_by,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:followee,owl:ObjectProperty,kko:typings,rc:Surveillance,owl:Thing
rc:follows,owl:ObjectProperty,kko:actions||kko:typings,kko:Persons,owl:Thing
rc:food_establishment,owl:ObjectProperty,kko:typings,rc:CookingFood,owl:Thing
rc:food_event,owl:ObjectProperty,kko:typings,rc:CookingFood,owl:Thing
rc:foods_traditionally_associated,owl:ObjectProperty,kko:circumstances,rc:GeopoliticalEntity,owl:Thing
rc:for_work,owl:ObjectProperty,kko:qualities,rc:AwardPractice,owl:Thing
rc:fossil_found_in_this_unit,owl:ObjectProperty,kko:conjoins,rc:Geologic_formation,owl:Thing
rc:found_in_taxon,owl:ObjectProperty,kko:conjoins,rc:OrganicMaterial,owl:Thing
rc:foundational_text,owl:ObjectProperty,kko:elementals,kko:Organizations,owl:Thing
rc:founded_by,owl:ObjectProperty,kko:elementals,kko:Organizations,owl:Thing
rc:founder,owl:ObjectProperty,kko:typings,kko:Organizations,owl:Thing
rc:founders,owl:ObjectProperty,kko:typings,kko:Organizations,owl:Thing
rc:founding_location,owl:ObjectProperty,kko:situants,kko:Organizations,owl:Thing
rc:fpb_rating,owl:ObjectProperty,kko:ratings,rc:ComputerGameProgram_Graphical||rc:Movie,owl:Thing
rc:fracturing,owl:ObjectProperty,kko:actions,rc:Mineral,owl:Thing
rc:from_fictional_universe,owl:ObjectProperty,kko:conjoins,rc:SentientAnimal,owl:Thing
rc:from_location,owl:ObjectProperty,kko:situants,rc:Movement_TranslationEvent||rc:PhysicalExercise,owl:Thing
rc:fsk_film_rating,owl:ObjectProperty,kko:ratings,rc:ConceptualWork,owl:Thing
rc:fuel_system,owl:ObjectProperty,kko:partsOf,rc:InternalCombustionEngine,owl:Thing
rc:funder,owl:ObjectProperty,kko:typings,rc:ConceptualWork,owl:Thing
rc:gait,owl:ObjectProperty,kko:qualities,kko:Animals,owl:Thing
rc:game_artist,owl:ObjectProperty,kko:conjoins,rc:Game,owl:Thing
rc:game_item,owl:ObjectProperty,kko:partsOf,rc:ComputerGameProgram_Graphical||rc:VideoGameSeries,owl:Thing
rc:game_mode,owl:ObjectProperty,kko:forms,rc:ConceptualWork,owl:Thing
rc:game_server,owl:ObjectProperty,kko:conjoins,rc:ComputerGameProgram_Graphical,owl:Thing
rc:general_classification_of_race_participants,owl:ObjectProperty,kko:classifications,rc:RacingSportsEvent,owl:Thing
rc:general_manager,owl:ObjectProperty,kko:elementals,rc:SportsTeam,owl:Thing
rc:genre,owl:ObjectProperty,kko:forms,rc:PropositionalConceptualWork,owl:Thing
rc:geographic_area,owl:ObjectProperty,kko:situants,rc:Audience,owl:Thing
rc:geography_of_topic,owl:ObjectProperty,kko:situants,kko:AreaRegion||kko:LocationPlace,owl:Thing
rc:geomorphological_unit,owl:ObjectProperty,kko:situants,rc:GeographicalPlace_Area,owl:Thing
rc:ghs_signal_word,owl:ObjectProperty,kko:conjoins,rc:ChemicalSubstance,owl:Thing
rc:godparent,owl:ObjectProperty,kko:typings,kko:Persons,owl:Thing
rc:gpu,owl:ObjectProperty,kko:partsOf,rc:ComputerHardware,owl:Thing
rc:gram_staining,owl:ObjectProperty,kko:qualities,rc:OrganismClassificationType,owl:Thing
rc:grantee,owl:ObjectProperty,kko:conjoins,rc:Document,owl:Thing
rc:gsrr_rating,owl:ObjectProperty,kko:ratings,rc:UserProgram,owl:Thing
rc:guest_of_honor,owl:ObjectProperty,kko:conjoins,kko:EventTypes,owl:Thing
rc:gui_toolkit_or_framework,owl:ObjectProperty,kko:extrinsics,rc:SoftwareObject_Individual,owl:Thing
rc:guidance_system,owl:ObjectProperty,kko:elementals,rc:Missile,owl:Thing
rc:habitat,owl:ObjectProperty,kko:situants,rc:TaxonomyBiology,owl:Thing
rc:had_as_last_meal,owl:ObjectProperty,kko:extrinsics,kko:Persons,owl:Thing
rc:hair_color,owl:ObjectProperty,kko:qualities,kko:Persons,owl:Thing
rc:handedness,owl:ObjectProperty,kko:qualities,kko:Persons,owl:Thing
rc:hasPart,owl:ObjectProperty,kko:partsOf,rc:ConceptualWork,owl:Thing
rc:has_active_ingredient,owl:ObjectProperty,kko:partsOf,rc:PharmaceuticalProduct,owl:Thing
rc:has_anatomical_branch,owl:ObjectProperty,kko:partsOf,rc:ConnectedPhysicalPath_Biological,owl:Thing
rc:has_cause,owl:ObjectProperty,kko:actions,owl:Thing,owl:Thing
rc:has_contributing_factor,owl:ObjectProperty,kko:conjoins,rc:AilmentCondition,owl:Thing
rc:has_course_instance,owl:ObjectProperty,kko:eventuals,rc:Course_Academic,owl:Thing
rc:has_delivery_method,owl:ObjectProperty,kko:extrinsics,rc:DeliveryServiceEvent,owl:Thing
rc:has_dialect_deprecated,owl:ObjectProperty,kko:conjoins,rc:HumanLanguage,owl:Thing
rc:has_digital_document_permission,owl:ObjectProperty,kko:extrinsics,rc:Document,owl:Thing
rc:has_effect,owl:ObjectProperty,kko:actions,owl:Thing,owl:Thing
rc:has_facet_polytope,owl:ObjectProperty,kko:forms,rc:GeometricFigure,owl:Thing
rc:has_facility,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:has_fruit_type,owl:ObjectProperty,kko:partsOf,rc:Flora,owl:Thing
rc:has_grammatical_case,owl:ObjectProperty,kko:conjoins,rc:HumanLanguage,owl:Thing
rc:has_grammatical_mood,owl:ObjectProperty,kko:conjoins,rc:HumanLanguage,owl:Thing
rc:has_immediate_cause,owl:ObjectProperty,kko:conjoins,kko:EventTypes,owl:Thing
rc:has_listed_ingredient,owl:ObjectProperty,kko:elementals,rc:Food,owl:Thing
rc:has_melody,owl:ObjectProperty,kko:quantities,rc:AudioConceptualWork,owl:Thing
rc:has_menu_item,owl:ObjectProperty,kko:partsOf,rc:RestaurantMenu,owl:Thing
rc:has_menu_section,owl:ObjectProperty,kko:partsOf,rc:RestaurantMenu,owl:Thing
rc:has_natural_reservoir,owl:ObjectProperty,kko:qualities,rc:OrganismClassificationType,owl:Thing
rc:has_offer_catalog,owl:ObjectProperty,kko:extrinsics,kko:Agents,owl:Thing
rc:has_part,owl:ObjectProperty,kko:partsOf,owl:Thing,owl:Thing
rc:has_parts_of_the_class,owl:ObjectProperty,kko:partsOf,owl:Thing,owl:Thing
rc:has_pet,owl:ObjectProperty,kko:conjoins,kko:Persons,owl:Thing
rc:has_phoneme,owl:ObjectProperty,kko:conjoins,rc:HumanLanguage,owl:Thing
rc:has_pos,owl:ObjectProperty,kko:elementals,kko:Agents,owl:Thing
rc:has_quality,owl:ObjectProperty,kko:qualities,kko:Manifestations,owl:Thing
rc:has_superpartner,owl:ObjectProperty,kko:descendants,rc:SubAtomicParticle,owl:Thing
rc:has_tense,owl:ObjectProperty,kko:conjoins,rc:HumanLanguage,owl:Thing
rc:has_vertex_figure,owl:ObjectProperty,kko:conjoins,rc:GeometricFigure,owl:Thing
rc:head_coach,owl:ObjectProperty,kko:elementals,rc:SportsTeam,owl:Thing
rc:head_of_government,owl:ObjectProperty,kko:conjoins,rc:GeopoliticalEntity,owl:Thing
rc:head_of_state,owl:ObjectProperty,kko:conjoins,rc:Country,owl:Thing
rc:headquarters_location,owl:ObjectProperty,kko:situants,kko:Organizations,owl:Thing
rc:health_specialty,owl:ObjectProperty,kko:typings,rc:AilmentCondition,owl:Thing
rc:heritage_designation,owl:ObjectProperty,kko:extrinsics,rc:FixedStructure,owl:Thing
rc:highest_judicial_authority,owl:ObjectProperty,kko:conjoins,rc:GeopoliticalEntity,owl:Thing
rc:highest_note,owl:ObjectProperty,kko:qualities,rc:MusicalInstrument,owl:Thing
rc:highest_point,owl:ObjectProperty,kko:qualities,kko:AreaRegion,owl:Thing
rc:highway_system,owl:ObjectProperty,kko:typings,rc:Path_Simple,owl:Thing
rc:hiring_organization,owl:ObjectProperty,kko:conjoins,rc:JobListing,owl:Thing
rc:history_of_topic,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:home_location,owl:ObjectProperty,kko:situants,kko:Persons,owl:Thing
rc:home_port,owl:ObjectProperty,kko:situants,rc:Watercraft_Surface,owl:Thing
rc:home_team,owl:ObjectProperty,kko:typings,rc:SportsEvent,owl:Thing
rc:home_venue,owl:ObjectProperty,kko:situants,rc:SportsTeam,owl:Thing
rc:home_world,owl:ObjectProperty,kko:situants,rc:FictionalCharacter,owl:Thing
rc:host,owl:ObjectProperty,kko:situants,rc:TaxonomyBiology,owl:Thing
rc:hosting_organization,owl:ObjectProperty,kko:conjoins,kko:TertiarySectorServices,owl:Thing
rc:hours_available,owl:ObjectProperty,kko:eventuals,rc:LocationAttributes,owl:Thing
rc:hymenium_attachment,owl:ObjectProperty,kko:typings,rc:Mushroom_Broadly,owl:Thing
rc:hymenium_type,owl:ObjectProperty,kko:typings,rc:Mushroom_Broadly,owl:Thing
rc:icaa_rating,owl:ObjectProperty,kko:ratings,rc:Movie,owl:Thing
rc:iconographic_symbol,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:ictv_virus_genome_composition,owl:ObjectProperty,kko:elementals,rc:Virus,owl:Thing
rc:illustrator,owl:ObjectProperty,kko:elementals||kko:typings,rc:Book,owl:Thing
rc:ima_status_and_or_rank,owl:ObjectProperty,kko:ratings,rc:ChemicalSubstance,owl:Thing
rc:image_of_function,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:immediate_cause_of,owl:ObjectProperty,kko:conjoins,rc:HealthCare,owl:Thing
rc:implementation_of,owl:ObjectProperty,kko:descendants,rc:ArtificialLanguage_Formal,owl:Thing
rc:in_album,owl:ObjectProperty,kko:partsOf,rc:RecordedSoundProduct,owl:Thing
rc:in_broadcast_lineup,owl:ObjectProperty,kko:conjoins,rc:Broadcasting,owl:Thing
rc:in_opposition_to,owl:ObjectProperty,kko:equivalences,rc:SocialAction,owl:Thing
rc:in_playlist,owl:ObjectProperty,kko:conjoins,rc:RecordedSoundProduct,owl:Thing
rc:incaa_film_rating,owl:ObjectProperty,kko:ratings,rc:Movie,owl:Thing
rc:incarnation_of,owl:ObjectProperty,kko:descendants,rc:BiologicalLivingObject,owl:Thing
rc:included_composition,owl:ObjectProperty,kko:conjoins,rc:MusicalComposition,owl:Thing
rc:included_data_catalog,owl:ObjectProperty,kko:partsOf,rc:Dataset,owl:Thing
rc:included_in_data_catalog,owl:ObjectProperty,kko:partsOf,rc:Dataset,owl:Thing
rc:includes_object,owl:ObjectProperty,kko:conjoins,rc:CommercialProposal,owl:Thing
rc:including,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:income_classification_philippines,owl:ObjectProperty,kko:classifications,rc:Province,owl:Thing
rc:indigenous_to,owl:ObjectProperty,kko:conjoins,kko:FoodDrink,owl:Thing
rc:industry,owl:ObjectProperty,kko:typings,kko:Organizations,owl:Thing
rc:influenced_by,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:inhibitor_of,owl:ObjectProperty,kko:actions,rc:ProteinStuff,owl:Thing
rc:innervated_by,owl:ObjectProperty,kko:conjoins,rc:AnimalBodyPart,owl:Thing
rc:innervates,owl:ObjectProperty,kko:actions,rc:Nerve,owl:Thing
rc:input_method,owl:ObjectProperty,kko:extrinsics,rc:ComputerHardware,owl:Thing
rc:input_set,owl:ObjectProperty,kko:typings,rc:Structure,owl:Thing
rc:inspired_by,owl:ObjectProperty,kko:conjoins,rc:ConceptualWork,owl:Thing
rc:instance_of,owl:ObjectProperty,kko:descendants,owl:Thing,owl:Thing
rc:instruction_set,owl:ObjectProperty,kko:conjoins,rc:ComputerProcessor,owl:Thing
rc:instructor,owl:ObjectProperty,kko:typings,rc:Course_Academic,owl:Thing
rc:instrument,owl:ObjectProperty,kko:conjoins||kko:typings,kko:ActionTypes,owl:Thing
rc:instrumentation,owl:ObjectProperty,kko:forms,rc:MusicalComposition,owl:Thing
rc:intangible_cultural_heritage_status,owl:ObjectProperty,kko:classifications,owl:Thing,owl:Thing
rc:intended_public,owl:ObjectProperty,kko:conjoins,kko:Manifestations,owl:Thing
rc:interaction,owl:ObjectProperty,kko:elementals,rc:SubAtomicParticle,owl:Thing
rc:interaction_service,owl:ObjectProperty,kko:extrinsics,rc:ConceptualWork,owl:Thing
rc:interaction_type,owl:ObjectProperty,kko:typings,rc:ConceptualWork,owl:Thing
rc:interchange_station,owl:ObjectProperty,kko:conjoins,rc:FixedStructure,owl:Thing
rc:interested_in,owl:ObjectProperty,kko:conjoins,kko:Agents,owl:Thing
rc:interleaves_with,owl:ObjectProperty,kko:conjoins,rc:TopographicalFeature,owl:Thing
rc:international_nuclear_event_scale,owl:ObjectProperty,kko:ratings,rc:NuclearEvent,owl:Thing
rc:introduced_feature,owl:ObjectProperty,kko:elementals,rc:TransportationDevice,owl:Thing
rc:inverse_of,owl:ObjectProperty,kko:equivalences,kko:Predications,owl:Thing
rc:investigated_by,owl:ObjectProperty,kko:conjoins,kko:Agents,owl:Thing
rc:investor,owl:ObjectProperty,kko:typings,rc:Investor,owl:Thing
rc:is_a_hydrated_form_of,owl:ObjectProperty,kko:forms,rc:ChemicalSubstance,owl:Thing
rc:is_based_on,owl:ObjectProperty,kko:descendants,rc:ConceptualWork,owl:Thing
rc:is_consumable_for,owl:ObjectProperty,kko:partsOf,kko:Products,owl:Thing
rc:is_part_of,owl:ObjectProperty,kko:partsOf,rc:ConceptualWork,owl:Thing
rc:is_pollinated_by,owl:ObjectProperty,kko:conjoins,kko:Plants,owl:Thing
rc:is_pollinator_of,owl:ObjectProperty,kko:conjoins,rc:OrganismClassificationType,owl:Thing
rc:is_proceedings_from,owl:ObjectProperty,kko:extrinsics,rc:Conference,owl:Thing
rc:is_recto_of,owl:ObjectProperty,kko:quantities,rc:TwoDimensionalArtObject,owl:Thing
rc:is_related_to,owl:ObjectProperty,kko:conjoins,kko:Products,owl:Thing
rc:is_variant_of,owl:ObjectProperty,kko:conjoins,rc:ProductModel,owl:Thing
rc:is_verso_of,owl:ObjectProperty,kko:quantities,rc:TwoDimensionalArtObject,owl:Thing
rc:isocaudomer,owl:ObjectProperty,kko:forms,rc:Enzyme,owl:Thing
rc:isoschizomer,owl:ObjectProperty,kko:forms,rc:Enzyme,owl:Thing
rc:issuedBy,owl:ObjectProperty,kko:conjoins,rc:Permit||rc:Ticket,owl:Thing
rc:issued_by,owl:ObjectProperty,kko:conjoins,rc:IDObject,owl:Thing
rc:issued_through,owl:ObjectProperty,kko:extrinsics,rc:Permit,owl:Thing
rc:item,owl:ObjectProperty,kko:partsOf,rc:DataStream,owl:Thing
rc:item_condition,owl:ObjectProperty,kko:qualities,rc:CommercialProposal,owl:Thing
rc:item_offered,owl:ObjectProperty,kko:conjoins,rc:CommercialProposal,owl:Thing
rc:item_operated,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:item_reviewed,owl:ObjectProperty,kko:conjoins,rc:Rating,owl:Thing
rc:item_shipped,owl:ObjectProperty,kko:conjoins,rc:PackageDelivery,owl:Thing
rc:iucn_conservation_status,owl:ObjectProperty,kko:classifications,rc:Vertebrata,owl:Thing
rc:iucn_protected_areas_category,owl:ObjectProperty,kko:classifications,rc:Reserve_OutdoorRegion,owl:Thing
rc:jmk_film_rating,owl:ObjectProperty,kko:ratings,rc:Movie,owl:Thing
rc:job_location,owl:ObjectProperty,kko:situants,rc:JobListing,owl:Thing
rc:judge,owl:ObjectProperty,kko:elementals,rc:LegalConflict,owl:Thing
rc:kijkwijzer_rating,owl:ObjectProperty,kko:ratings,rc:VideoConceptualWork,owl:Thing
rc:killed_by,owl:ObjectProperty,kko:conjoins,kko:Persons,owl:Thing
rc:kml_file,owl:ObjectProperty,kko:forms,kko:SpaceTypes,owl:Thing
rc:kmrb_film_rating,owl:ObjectProperty,kko:ratings,rc:Movie,owl:Thing
rc:knows,owl:ObjectProperty,kko:conjoins,kko:Persons,owl:Thing
rc:koppen_climate_classification,owl:ObjectProperty,kko:classifications,rc:GeographicalRegion,owl:Thing
rc:lagrangian_point,owl:ObjectProperty,kko:typings,rc:AstronomicalObject,owl:Thing
rc:lake_inflows,owl:ObjectProperty,kko:quantities,rc:BodyOfWater_Area,owl:Thing
rc:lake_outflow,owl:ObjectProperty,kko:quantities,rc:BodyOfWater_Area,owl:Thing
rc:lakes_on_river,owl:ObjectProperty,kko:conjoins,rc:BodyOfWater_Area,owl:Thing
rc:landlord,owl:ObjectProperty,kko:typings,rc:Renting,owl:Thing
rc:language_of_work_or_name,owl:ObjectProperty,kko:forms,rc:PropositionalConceptualWork,owl:Thing
rc:language_regulatory_body,owl:ObjectProperty,kko:conjoins,rc:HumanLanguage,owl:Thing
rc:language_used,owl:ObjectProperty,kko:conjoins,owl:Thing,owl:Thing
rc:languages_spoken_written_or_signed,owl:ObjectProperty,kko:quantities,kko:Persons,owl:Thing
rc:launch_contractor,owl:ObjectProperty,kko:extrinsics,rc:SpacePlatform_Unmanned,owl:Thing
rc:laws_applied,owl:ObjectProperty,kko:elementals,rc:Law,owl:Thing
rc:league,owl:ObjectProperty,kko:elementals,rc:SportsTeam,owl:Thing
rc:league_level_above,owl:ObjectProperty,kko:conjoins,rc:SportsOrganization,owl:Thing
rc:league_level_below,owl:ObjectProperty,kko:conjoins,rc:SportsLeague,owl:Thing
rc:league_points_system,owl:ObjectProperty,kko:forms,rc:SportsLeague,owl:Thing
rc:legal_form,owl:ObjectProperty,kko:typings,kko:Organizations,owl:Thing
rc:legislated_by,owl:ObjectProperty,kko:conjoins,rc:Document,owl:Thing
rc:legislative_body,owl:ObjectProperty,kko:conjoins,rc:GeopoliticalEntity,owl:Thing
rc:lender,owl:ObjectProperty,kko:typings,rc:BorrowingSomething,owl:Thing
rc:librettist,owl:ObjectProperty,kko:extrinsics,rc:ConceptualWork,owl:Thing
rc:license,owl:ObjectProperty,kko:extrinsics,rc:ComputerProgram,owl:Thing
rc:licensed_to_broadcast_to,owl:ObjectProperty,kko:conjoins,kko:Organizations,owl:Thing
rc:lifestyle,owl:ObjectProperty,kko:typings,kko:Agents,owl:Thing
rc:linguistic_typology,owl:ObjectProperty,kko:classifications,rc:HumanLanguage,owl:Thing
rc:lithography,owl:ObjectProperty,kko:qualities,rc:IntegratedCircuit,owl:Thing
rc:live_blog_update,owl:ObjectProperty,kko:eventuals,rc:BlogPosting,owl:Thing
rc:located_in_or_next_to_body_of_water,owl:ObjectProperty,kko:conjoins,rc:FixedStructure,owl:Thing
rc:located_in_present_day_administrative_territorial_entity,owl:ObjectProperty,kko:situants,owl:Thing,owl:Thing
rc:located_in_protected_area,owl:ObjectProperty,kko:situants,rc:TopographicalFeature,owl:Thing
rc:located_in_the_administrative_territorial_entity,owl:ObjectProperty,kko:situants,rc:FixedStructure,owl:Thing
rc:located_in_time_zone,owl:ObjectProperty,kko:conjoins,rc:GeopoliticalEntity,owl:Thing
rc:located_on_astronomical_location,owl:ObjectProperty,kko:conjoins,rc:AstronomicalObject,owl:Thing
rc:located_on_linear_feature,owl:ObjectProperty,kko:situants,rc:PathArtifactSystem,owl:Thing
rc:located_on_street,owl:ObjectProperty,kko:situants,rc:Building,owl:Thing
rc:located_on_terrain_feature,owl:ObjectProperty,kko:situants,rc:FixedStructure,owl:Thing
rc:location,owl:ObjectProperty,kko:situants,rc:Event||rc:Organization||kko:ActionTypes,owl:Thing
rc:location_created,owl:ObjectProperty,kko:situants,rc:ConceptualWork,owl:Thing
rc:location_of_discovery,owl:ObjectProperty,kko:situants,kko:Places,owl:Thing
rc:location_of_final_assembly,owl:ObjectProperty,kko:situants,rc:WaterTransportationVehicle,owl:Thing
rc:location_of_first_performance,owl:ObjectProperty,kko:situants,rc:Performance,owl:Thing
rc:location_of_formation,owl:ObjectProperty,kko:situants,kko:Organizations,owl:Thing
rc:location_of_landing,owl:ObjectProperty,kko:situants,rc:TransportationDevice,owl:Thing
rc:loser,owl:ObjectProperty,kko:typings,rc:Competition,owl:Thing
rc:lowest_note,owl:ObjectProperty,kko:qualities,rc:MusicalInstrument,owl:Thing
rc:lowest_point,owl:ObjectProperty,kko:qualities,rc:PopulatedPlace,owl:Thing
rc:lymphatic_drainage,owl:ObjectProperty,kko:typings,rc:OrganismPart,owl:Thing
rc:lyricist,owl:ObjectProperty,kko:typings,rc:MusicalComposition,owl:Thing
rc:lyrics_by,owl:ObjectProperty,kko:conjoins,rc:Song,owl:Thing
rc:magnetic_ordering,owl:ObjectProperty,kko:qualities,rc:ChemicalSubstance,owl:Thing
rc:main_building_contractor,owl:ObjectProperty,kko:conjoins,rc:FixedStructure,owl:Thing
rc:main_food_source,owl:ObjectProperty,kko:quantities,rc:WholeBody,owl:Thing
rc:main_regulatory_text,owl:ObjectProperty,kko:conjoins,rc:GeopoliticalEntity,owl:Thing
rc:main_subject,owl:ObjectProperty,kko:elementals,rc:TextualPCW,owl:Thing
rc:maintained_by,owl:ObjectProperty,kko:conjoins,rc:FixedStructure,owl:Thing
rc:make_up_artist,owl:ObjectProperty,kko:conjoins,rc:Performance,owl:Thing
rc:makes_offer,owl:ObjectProperty,kko:actions,kko:Agents,owl:Thing
rc:mandates,owl:ObjectProperty,kko:qualities,rc:Policy,owl:Thing
rc:manifestation_of,owl:ObjectProperty,kko:conjoins,kko:Manifestations,owl:Thing
rc:manner_of_death,owl:ObjectProperty,kko:extrinsics,kko:Persons,owl:Thing
